Mid,Title,ReleaseTime,OutTime,Time,message,AsBasicMessage,DeprecatedFlag
19,第一教学楼校内比价,"2022-09-01 14:15:44","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "https://www.usst.edu.cn/2022/0901/c54a50048/page.htm"}",0,0
20,第一教学楼临时封闭通知,"2022-03-25 13:25:04","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "https://www.usst.edu.cn/2022/0325/c479a45747/page.htm"}",0,0
21,第一教学楼停电通知,"2020-12-31 11:05:34","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "https://www.usst.edu.cn/2020/1231/c479a40435/page.htm"}",0,0
22,第一教学楼自习室延长开放通知,"2020-08-17 15:05:54","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "https://www.usst.edu.cn/2020/0817/c479a38691/page.htm"}",0,0
23,第一教学楼维修中标公告,"2019-05-31 13:55:42","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "https://www.usst.edu.cn/2019/0531/c54a33225/page.htm"}",0,0
24,图书馆官方介绍,"2022-07-26 13:15:04","2032-10-07 08:05:54",NULL,"{"file": [], "image": [], "message": "https://www.usst.edu.cn/2022/0726/c999a46750/page.htm"}",0,0
25,图书馆寒假服务安排表,"2023-01-06 11:53:03","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "https://www.usst.edu.cn/2023/0106/c912a51947/page.htm"}",0,0
26,图书馆X2！回来了！,"2022-12-24 09:31:24","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "https://mp.weixin.qq.com/s/_4TkyPesSO0y7mRQ_RGwaQ"}",0,0
27,图书馆获得“最美图书馆”称号,"2022-09-14 08:18:49","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "https://www.usst.edu.cn/2022/0914/c934a50216/page.htm"}",0,0
28,校园战疫工作中的图书馆力量,"2022-05-19 11:34:16","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "https://www.usst.edu.cn/2022/0519/c163a46117/page.htm"}",0,0
29,校园主机房停电通知,"2021-08-16 10:25:04","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "https://www.usst.edu.cn/2021/0816/c479a43138/page.htm"}",0,0
30,智慧校园机房停电通知,"2020-10-23 10:23:45","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "https://www.usst.edu.cn/2020/1023/c479a39339/page.htm"}",0,0
31,校园网主机房停电通知,"2021-03-04 09:52:34","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "https://www.usst.edu.cn/2021/0304/c479a40918/page.htm"}",0,0
32,校园网主机房通知,"2020-08-14 13:25:04","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "https://www.usst.edu.cn/2020/0814/c479a38686/page.htm"}",0,0
33,蓝桥杯机房占用,"2023-03-26 11:25:33","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "蓝桥杯机房占用"}",0,0
34,天梯赛机房占用,"2023-03-16 16:45:04","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "天梯赛机房占用"}",0,0
35,走进海沈村活动,"2022-11-24 11:42:21","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "https://www.usst.edu.cn/2022/1124/c934a51502/page.htm"}",0,0
36,“秋炫沪江，我是光荣劳动者”活动,"2022-11-24 09:11:32","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "https://www.usst.edu.cn/2022/1124/c1017a51487/page.htm"}",0,0
37,打响医匠品牌活动,"2022-12-16 13:22:51","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "https://www.usst.edu.cn/2022/1219/c1612a51818/page.htm"}",0,0
38,理学院“实验大变身”活动,"2022-12-14 12:12:21","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "https://www.usst.edu.cn/2022/1214/c934a51767/page.htm"}",0,0
39,会聘上海,"2022-11-30 16:12:41","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "https://www.usst.edu.cn/2022/1130/c934a51579/page.htm"}",0,0
40,光电学院挑战杯专题讲座,"2023-03-15 20:00:00","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "光电学院挑战杯专题讲座"}",0,0
41,尚旅军团全员大会,"2023-03-15 00:00:00","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "尚旅军团全员大会"}",0,0
42,2022年研究生考试教学楼暂停开放通知,"2022-12-21 14:42:11","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "https://yjs.usst.edu.cn/2022/1221/c7111a285015/page.htm"}",0,0
43,宿舍洗衣机项目成交公告,"2022-12-30 13:52:09","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "https://www.usst.edu.cn/2023/0103/c1017a51908/page.htm"}",0,0
44,暂停教职工班车服务通知,"2022-12-23 11:12:23","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "https://ids6.usst.edu.cn/authserver/login?service=http%3A%2F%2Fwww.usst.edu.cn%2F2022%2F1223%2Fc1017a51870%2Fpage.psp"}",0,0
45,部分餐厅托管服务公开招标,"2022-12-05 13:32:21","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "https://www.usst.edu.cn/2022/1206/c1017a51662/page.htm"}",0,0
46,宿舍装修改造项目招标公告,"2022-11-25 09:22:44","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "https://www.usst.edu.cn/2022/1125/c1017a51524/page.htm"}",0,0
47,一教自习教室延长开放通知,"2020-08-17 08:12:31","2021-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "https://www.usst.edu.cn/2020/0817/c479a38691/page.htm"}",0,0
48,图书馆暑假安排表,"2023-01-06 17:12:56","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "https://www.usst.edu.cn/2023/0106/c912a51947/page.htm"}",0,0
49," 关于国家自然科学基金优秀青年科学基金项目（海外）项目的通知","2023-01-04 12:12:31","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "https://www.usst.edu.cn/2023/0105/c1017a51931/page.htm"}",0,0
50,关于上海市2023年度“科技创新行动计划”“一带一路”国际合作项目申报的通知,"2022-12-19 13:22:51","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "https://www.usst.edu.cn/2022/1219/c1017a51820/page.htm"}",0,0
51,关于发布上海市2023年度“科技创新行动计划”软科学研究项目申报指南的通知,"2022-12-14 15:32:23","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "https://www.usst.edu.cn/2022/1214/c1017a51765/page.htm"}",0,0
52," 关于发布上海市2023年度“科技创新行动计划”技术标准项目申报指南的通知","2022-12-11 16:22:51","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "https://www.usst.edu.cn/2022/1211/c1017a51743/page.htm"}",0,0
53," 关于发布上海市2023年度“科技创新行动计划”自然科学基金项目申报指南的通知","2022-11-25 08:25:57","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "https://www.usst.edu.cn/2022/1211/c1017a51740/page.htm"}",0,0
54," 上海理工大学学生宿舍装修改造项目设计单位招标公告","2022-11-25 15:52:31","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "https://www.usst.edu.cn/2022/1125/c1017a51524/page.htm"}",0,0
55," 关于2023年寒假各项服务工作安排汇总","2023-01-05 16:42:27","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "https://www.usst.edu.cn/2023/0105/c1017a51930/page.htm"}",0,0
56," 关于2022年大学生征兵工作先进个人、先进集体评选结果的公示","2022-12-16 09:56:48","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "https://www.usst.edu.cn/2022/1216/c1017a51806/page.htm"}",0,0
57," 2021-2022学年资助育人先进个人和集体名单公示","2022-12-15 13:52:18","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "https://www.usst.edu.cn/2022/1215/c1017a51777/page.htm"}",0,0
58," 2022年上海理工大学优秀劳动教育实践项目名单公示","2022-12-16 13:22:51","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "https://www.usst.edu.cn/2022/1209/c1017a51723/page.htm"}",0,0
59," 关于2022年度上海市重点工程实事立功竞赛 优秀团队的公示","2022-12-08 09:29:19","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "https://www.usst.edu.cn/2022/1208/c1017a51696/page.htm"}",0,0
60," 关于2023年全国巾帼文明岗和全国巾帼建功标兵拟推荐集体（个人）的公示","2022-11-30 14:16:39","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "https://www.usst.edu.cn/2022/1130/c1017a51571/page.htm"}",0,0
61," 关于组织教师参加2023年寒假教师研修的通知","2023-01-06 17:28:37","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "https://www.usst.edu.cn/2023/0106/c954a51948/page.htm"}",0,0
62,关于2023年寒假安排的通知,"2023-01-04 14:27:21","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "https://ids6.usst.edu.cn/authserver/login?service=http%3A%2F%2Fwww.usst.edu.cn%2F2023%2F0104%2Fc954a51912%2Fpage.psp"}",0,0
64," 2022年12月全国大学英语四、六级考试笔试考前须知及防疫安全提示","2022-11-25 14:02:09","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "http://jwc.usst.edu.cn/2022/1125/c10239a283627/page.htm"}",0,0
65," 关于2022年下半年全国大学英语四、六级等级考试报名的通知","2022-10-24 09:08:07","2023-12-31 23:59:59",NULL,"{"file": [], "image": [], "message": "https://jwc.usst.edu.cn/2022/1020/c10239a281385/page.psp"}",0,0
